vendor_id;price_date;vendor_cat;vendor_item_id;vendor_item_name;brand;barcode;UCGFEA;warranty;qty;price;price_RIP;avbt;CurrencyId;Part_number;Country_of_origin;PDV_rate
VN72123277;20260414;GERBER/Ножі Gerber/Складні ножі Gerber;1059843;Ніж складаний Gerber Affinity-Copper BOX (1059843);Gerber;13658164246;8211930000;0;;2324.25;3099.0;1;UAH;1059843;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Складні ножі Gerber;1055363;Ніж складний Gerber FlatIron D2 Micarta (1055363);Gerber;13658162006;8211930000;0;;2886.75;3849.0;1;UAH;1055363;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Складні ножі Gerber;1067367;Ніж складний Gerber Spire Aluminum, Box (1067367);Gerber;13658165311;8211930000;0;;2886.75;3849.0;1;UAH;1067367;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Складні ножі Gerber;1067368;Ніж Spire AO G10 EB (1067368);Gerber;13658165359;8211930000;0;;2886.75;3849.0;1;UAH;1067368;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Складні ножі Gerber;1028494;Ніж складаний Gerber Fastball Warncliff FSG BOX (1028494);Gerber;13658159808;8211930000;0;;5324.25;7099.0;1;UAH;1028494;USA;20
VN72123277;20260414;GERBER/Ножі Gerber/Складні ножі Gerber;1013954;Ніж Paraframe Gerber Mini FE BL (1013954);Gerber;13658484856;8211930000;0;;599.25;799.0;1;UAH;1013954;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Складні ножі Gerber;1055364;Ніж складаний Gerber Asada (1055364);Gerber;13658162556;8211930000;0;;749.25;999.0;2;UAH;1055364;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Туристичні ножі;1059841;Ніж Gerber DOWNWIND CAPER сірий (1059841);Gerber;13658162594;8211920000;0;;1499.25;1999.0;1;UAH;1059841;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Туристичні ножі;1064424;Ніж туристичний Gerber Mansfield (1064424);Gerber;13658165175;8211930000;0;;1911.75;2549.0;1;UAH;1064424;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Туристичні ножі;1064425;Ніж кишеньковий Gerber Sharkbelly Fine Edge (1064425);Gerber;13658165212;8211930000;0;;1911.75;2549.0;1;UAH;1064425;China;20
VN72123277;20260414;GERBER/Ножі Gerber/Туристичні ножі;1059842;Ніж-топірець Gerber DOWNWIND ULU (1059842);Gerber;13658162075;8214900000;0;;2249.25;2999.0;1;UAH;1059842;China;20
VN72123277;20260414;GERBER/Туристичний посуд;1028483;Виделка туристична Gerber Devour (1028483);Gerber;13658153790;8215999000;0;;599.25;799.0;1;UAH;1028483;China;20
